CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid
478,FALSE,Ms.,Ruby Sue,R.,Styles,,Major Cycling,adventure-works\josé1,rubysue0@adventure-works.com,512-555-0122,y5SdWw1VGzybXaHVXTc7TQTKtr6N54cV+htK8Ehcr+E=,H8DZOb4=,e76a3ec3-581b-456b-9415-5853ee013816
479,FALSE,Ms.,Lori,,Kane,,General Supplies,adventure-works\josé1,lori2@adventure-works.com,765-555-0141,AI+KoUdA4XQcOZdVLM5fW573x+opUHDHSXxhPuylCL4=,s0Fgpmc=,ddf27582-0d9b-45a9-b605-ab01d2c1c3b8
480,FALSE,Ms.,Susan,E.,French,,General Bike Corporation,adventure-works\garrett1,susan3@adventure-works.com,994-555-0194,bdpqUxwvIpfkW2ApgaplNkwQ17fOA3rjtmM6B9f2qYE=,MO+/tX0=,3aeccdda-2012-468e-858e-3be516a77fa0
484,FALSE,Mr.,Gary,J.,Suess,,Downhill Bicycle Specialists,adventure-works\jae0,gary5@adventure-works.com,1 (11) 500 555-0199,vQKhd203Tno3eBvyJW+nSrZ8E387QlZFJA7DcRyrcoI=,n/cr6qs=,37398b37-b78b-4460-b012-665828c6b9ec
487,FALSE,Ms.,Ruth,J.,Suffin,,Bike Experts,adventure-works\pamela0,ruth2@adventure-works.com,924-555-0195,miUYjqbbeA6G0zx3zN+MFegYwr7MIqFBLBIHbcxnRhA=,H30Eu1I=,4ee55ca2-f2ac-4e5b-bcec-b23c09fb345b
488,FALSE,Ms.,Margaret,J.,Smith,,Bicycle Accessories and Kits,adventure-works\david8,margaret0@adventure-works.com,959-555-0151,3cd7qJyW8ZTgRdwOO9nLYDZg2EM6lehJe/nqKlKKcPY=,i2U3DxA=,c4647e94-eb39-4fe5-b856-fa982709a6da
489,FALSE,Ms.,Dorothy,J.,Fox,,Cash & Carry Bikes,adventure-works\jillian0,dorothy1@adventure-works.com,191-555-0198,s7Q4rdzaHWhqJHdZ05GB5VHh1eeVXQopPtyTvqSdehM=,GQqIg64=,2b107c53-4450-4179-a330-516ff82e4744
490,FALSE,Ms.,Elizabeth,J.,Sullivan,,Extraordinary Bike Works,adventure-works\jillian0,elizabeth4@adventure-works.com,306-555-0112,AURzT7TRCKKvm0AKkEPIhSIpt/3cDoZ1UtFixmM/7MU=,t31Ri34=,ab26f88e-abde-4122-b772-34940b143427
491,FALSE,Ms.,Frances,B.,Adams,,Area Bike Accessories,adventure-works\shu0,frances0@adventure-works.com,991-555-0183,bmEI+phqLCE2jKmotM8SBAICQD2IvZEmy8X0LmUpMaw=,jA7oD80=,28a9945c-b9b3-4a24-b367-d17bcc0ae82e
492,FALSE,Mr.,Garth,,Fort,,Basic Sports Equipment,adventure-works\linda3,garth0@adventure-works.com,768-555-0125,M2NMXJ5k9IJ7AKmryPzUhZqIMVsjJHs5P2voDCVEbsc=,sQuHPto=,8194b68e-af15-4edc-b403-6c8f7475492b
493,FALSE,Mr.,Michael,,Sullivan,,Valley Bicycle Distributors,adventure-works\shu0,michael24@adventure-works.com,323-555-0113,zeK7weuXbh2aNM2MR5WVlOvwCXgMuHuiecTgufohN+Y=,ic4F61g=,b143978a-3fc9-4077-a70a-db4dfacedc79
496,FALSE,Ms.,Marcia,J.,Sultan,,Top Sports Supply,adventure-works\josé1,marcia0@adventure-works.com,613-555-0116,1EcI7xrTOArxMpieU6+v/pzf9gN7zS00aKQWROpwyyA=,eFbn7kk=,9d1a7488-6cd7-4866-a0a4-dd3a8a850ed0
497,FALSE,Ms.,Amy,E.,Alberts,,Valley Toy Store,adventure-works\josé1,amy1@adventure-works.com,727-555-0115,dNz/EQlgVlbj0uOpI0Y8Rh+/GFUH1HvBLJJ4pqdSDTE=,yvdbcxM=,9fc698d8-a5d6-4971-bfb4-9a4d8988db58
498,FALSE,Ms.,Kelly,,Focht,,Quick Delivery Service,adventure-works\garrett1,kelly0@adventure-works.com,272-555-0123,xU8UixWEoFZ9PDzLfFA3AiuIaKPV9Z2ALf/Kbpu51Zo=,E7joL4U=,e3a756b3-ee63-4ac7-a799-b1fa170edde6
502,FALSE,Mr.,Krishna,,Sunkammurali,,Metropolitan Bicycle Supply,adventure-works\jae0,krishna1@adventure-works.com,1 (11) 500 555-0177,rKKXHEQ/Zb5Z596gCAMQepmJHLIzJy+BpJaz5GSv31c=,sEZH3m0=,e8dd8339-8804-46f2-ac6c-bce931ff0831
504,FALSE,Ms.,Mae,M.,Black,,Historic Bicycle Sales,adventure-works\michael9,mae1@adventure-works.com,264-555-0143,qiRmTStKEBxzfmlGc6Ig0CWYVsQnN0PQGgmTEAyux7g=,Zg4TO0Q=,240578ac-2179-4aca-83d8-c647c8f668cd
505,FALSE,Mr.,Brad,,Sutton,,Honest Repair Service,adventure-works\pamela0,brad0@adventure-works.com,688-555-0115,5tnpQqGsl1FEtOjw1+pBDGRv4Cwho0BiuspfaZVuVOE=,BhyhRuI=,4f32a900-a34b-4448-a72c-196a1c553073
506,FALSE,Mr.,François,,Ferrier,,Great Bikes ,adventure-works\david8,françois1@adventure-works.com,571-555-0128,Li26cq1s3a+0YJcgjemlepj98r5eUwJlyHGmDJnSCWI=,NVfuzjo=,794aa83a-293d-4a91-bcf5-d40471b46569
507,FALSE,Mr.,Mary,,Bishop,,Global Sporting Goods,adventure-works\jillian0,mary4@adventure-works.com,176-555-0136,uj7ugYIlt8/EjcQMI8uLQKlKQQ/rSZ167vO7ihbVYo8=,toJKEB0=,2c2f6363-d05a-4ed4-8896-e321413d4ff3
508,FALSE,Mr.,Martin,J.,Svoboda,IV,Designer Department Stores,adventure-works\jillian0,martin1@adventure-works.com,132-555-0149,Gj5nPqWCRNrWH1xI56lwl7UvDAGPHZp3Z5QwCiKaDTc=,IrlfUfg=,4da216f0-e0fc-43f1-847b-c0445ebfda46
509,FALSE,Mr.,Robert,E.,Ahlering,,Fun Toys and Bikes,adventure-works\shu0,robert1@adventure-works.com,678-555-0175,d35zXrfhsEHK6QrH/B7ipKUuuilEpY8u8rIunip5YWI=,r/UyVHY=,78ed169f-c38f-44f9-9abc-2a65d87c7f7d
510,FALSE,Mr.,Jimmy,,Bischoff,,World Bike Discount Store,adventure-works\linda3,jimmy1@adventure-works.com,992-555-0111,lbduPisVeIU+cP9cYQejSE4m0OPZJifKl9/E7GrrAyo=,BJUetfg=,6ee9d652-6f65-4f4d-af0b-3a82cb34c5f1
511,FALSE,Mr.,Abraham,L.,Swearengin,,Wheel Gallery,adventure-works\shu0,abraham0@adventure-works.com,926-555-0136,CCZ7frrqKu31sPRuEGit5egtq9PHIW51qLxRTi/TAcY=,D5ohtJ8=,39a1e62c-4669-4731-9d99-f74d0a4979d7
514,FALSE,Mr.,Ryan,,Calafato,,Retail Mall,adventure-works\josé1,ryan1@adventure-works.com,726-555-0155,7zHYCWMhkitUJXggqG0dMfCqyK0FBDp/XwCeyPYWZ1A=,DBuWFZ4=,f7fa597e-be0a-4488-9101-a6cd272dbf47
515,FALSE,Mr.,Dragan,,Tomic,,Rural Bicycle Supply,adventure-works\josé1,dragan1@adventure-works.com,833-555-0167,/RLlmUbwfhuCElQyoZ6r3d8DDXVYF3kfkJma4R7pL8g=,3KzW2g8=,0d4a67db-594a-4131-a3c8-51c76265b3c5
516,FALSE,Mr.,Thomas,R.,Michaels,,Seats and Saddles Company,adventure-works\garrett1,thomas2@adventure-works.com,162-555-0174,sGgVDtQybwwnAik3qbQBE+iRRjlk0ahJmqvKjTGFq5I=,aOFmjMY=,3e567502-b73a-49cb-bfa4-89e32f3bf89d
520,FALSE,Ms.,Mari,B.,Caldwell,,Metro Metals Co.,adventure-works\jae0,mari0@adventure-works.com,1 (11) 500 555-0118,1tbKzsdwFfEX1T/OP+I5Eu7EVKuWn2FviChJGtlaeQI=,x8xILbE=,34c094d7-8c79-47a5-b192-9597826bd55d
523,FALSE,Ms.,Mary,M.,Gimmi,,Futuristic Sport Distributors,adventure-works\shu0,mary6@adventure-works.com,149-555-0196,mcO7vvh7FSdCS9FFgyEhwIHXKbrBkeYmcgksFie8Jzk=,S640434=,ed034862-2faa-4c55-afb3-052d06a2191e
526,FALSE,Mr.,David,L.,Givens,,Finer Sales and Service,adventure-works\josé1,david15@adventure-works.com,605-555-0111,bNPaVIrQ0uCjPy8EyuamUJBSc3o5l+dvYZ4PSl1zJJ0=,gTOrXjM=,34242469-ae37-497e-920e-ad364d7eff4c
527,FALSE,Ms.,Diane,,Tibbott,,Fun Times Club,adventure-works\shu0,diane5@adventure-works.com,847-555-0184,4G603WBKyHh8eHVBhhE9Fx0bYyHxSASUpUyJ5v5AG88=,br8PN50=,b43c442c-796e-4b1f-85f3-233a02f5f7ed
528,FALSE,Ms.,Helen,M.,Meyer,,Alpine Ski House,adventure-works\linda3,helen2@adventure-works.com,519-555-0112,xYJSzxUQxGXkjj+EUMGu3jCaA5aPco7WAdw+VZtUbUM=,v1Ew2R4=,1264d83b-3abb-4a87-b473-e30b96f55bb6
529,FALSE,Ms.,Jeanie,R.,Glenn,PhD,Big-Time Bike Store,adventure-works\shu0,jeanie0@adventure-works.com,669-555-0149,JFHzZpLu5HeGe//DMA9vbqFc0yeYRjrW7ItGAnDHMhk=,dUASILc=,7ba3fef2-3b40-4490-9601-3d5705b0ff7a
532,FALSE,Ms.,Diane,R.,Glimp,,The Showroom,adventure-works\josé1,diane3@adventure-works.com,898-555-0137,kz7kmFKpPYor30M8eaO3PAziuYa/bYqwcKomnP2NlxU=,s9kzXNA=,60e33181-3ee5-4f24-b543-90f7ca6cfdc2
533,FALSE,Ms.,Yuping,,Tian,,Tenth Bike Store,adventure-works\josé1,yuping0@adventure-works.com,744-555-0123,dOvfJZgKHSk3OY2F/ZDzG76q7Vqtd3ogvi6tEW81U9E=,30pSFOQ=,89e3bbb3-134c-465b-a2bd-558ea54d3d9e
534,FALSE,Mr.,Stephen,A.,Mew,,Recommended Bicycles,adventure-works\garrett1,stephen4@adventure-works.com,399-555-0114,pBvyGgTluk2JUwL/bK3NlXBRBgSUVk5HgHHhc2gU89k=,xdzdXEw=,24a6a509-b31c-49f5-bf0d-6a0c40b5b740
538,FALSE,Mr.,John,R.,Brooks,,Prosperous Tours,adventure-works\jae0,john12@adventure-works.com,1 (11) 500 555-0179,7cimopKXrRxK/+QAEW4WJ+XGTEEJvTsX0l1QxCAWQI0=,C4OiUF4=,35e95974-7000-4081-a041-64011de880a2
541,FALSE,Mr.,Willie,P.,Brooks,Jr.,Nonskid Tire Company,adventure-works\pamela0,willie0@adventure-works.com,525-555-0174,HKBXG8BXKW53RK2DsPsqNDV7PdDSavcncjD1t/rdW18=,dS1y3X0=,889515ac-044f-41e5-9d12-b82d6e32eab6
542,FALSE,Mr.,Andrew,P.,Kobylinski,,Finer Parts Shop,adventure-works\david8,andrew5@adventure-works.com,129-555-0185,kV0cL2OLqsK4OFtnZiL106gAKEZOBwGuAVYOYakH0kM=,GAfxRv4=,6af61284-02df-41ba-a0e0-2b1728b2cf7a
543,FALSE,Mr.,R. Morgan,L.,Mendoza,,Friendly Neighborhood Bikes,adventure-works\jillian0,rmorgan0@adventure-works.com,963-555-0146,SDOw6y7IRVh0ifbtO1Ue2Fb8cig2n0DkW+K3kmjQ/Xc=,K0sYx+Y=,c26f1f97-af69-4f04-90eb-cad58466f730
544,FALSE,Mr.,Jay,,Adams,,Valley Bicycle Specialists,adventure-works\jillian0,jay1@adventure-works.com,158-555-0142,jCFDuqUMHmknfadTRSkMvN0IDObtE/GslvN9q2Wa5xU=,117fxZM=,70259e78-e301-494b-b26d-40d663dbb3de
545,FALSE,Mr.,Christian,,Kleinerman,,Finish and Sealant Products,adventure-works\shu0,christian1@adventure-works.com,362-555-0177,v9tjo4izinAmIevwhur1w9F/Wj0yCIj1eXG0q2dFc1s=,7uZHIds=,7118ca63-b79e-4e8a-b70d-7df409b7f23a
546,FALSE,Mr.,Anton,,Kirilov,,Field Trip Store,adventure-works\linda3,anton0@adventure-works.com,608-555-0162,MA3e45BYPTDfQV7Kwg+fh94UR4S5kCbr0wdRqncaG0o=,0sZGs8c=,298de006-bed6-4e13-b659-3f9422750943
547,FALSE,Ms.,Gladys,F.,Mendiola,,Curbside Sporting Goods,adventure-works\shu0,gladys0@adventure-works.com,535-555-0189,BLtI4kYqIf4QqFUkSc0vKV4J1A400sEqhAfWhRMVFTQ=,ISstDas=,522cda1c-21b1-4316-8fd6-654eb8a043bd
550,FALSE,Ms.,Raquel,,Mello,,Remote Bicycle Specialists,adventure-works\josé1,raquel0@adventure-works.com,723-555-0124,GMyxAFJL1Mwg+3iSBTMKDohFkSy5NKqGrVo0rL23S4I=,Ap+5ADc=,defe32c0-e965-40ee-a991-69dca4bedce6
551,FALSE,Mr.,Samuel,N.,Agcaoili,,Vinyl and Plastic Goods Corporation,adventure-works\josé1,samuel0@adventure-works.com,554-555-0110,jt9vdIyi0zI03wECUFk1hdZLTVOqN09/Fdogi+cTeQU=,uFYBREA=,85a3a976-a059-4fb9-bab9-569c4ead0869
552,FALSE,Mr.,Tim,,Kim,,Consolidated Messenger,adventure-works\garrett1,tim0@adventure-works.com,244-555-0115,tgMDK3qjc6HiiWHXztTrPQw/eEJWy2T9OWRLlcrhhbM=,W9zzlRs=,b6d14407-6e95-452d-9ed4-d72d111a5be7
556,FALSE,Ms.,Nancy,A.,McPhearson,,Variety Cycling,adventure-works\jae0,nancy3@adventure-works.com,1 (11) 500 555-0195,jI4Q0GjuXuPicv1G1Kd3ZluvRH4IsSCG13q/+rCAqW8=,qcerumU=,af0745df-2902-4bde-9f2b-48ca6a81ceef
559,FALSE,Ms.,Nkenge,,McLin,,Some Discount Store,adventure-works\pamela0,nkenge0@adventure-works.com,158-555-0123,mGggzeGp9z6TPCUrzGWt1N9gNU1CoQ+Cuu8cxh8uig4=,NNRxDmg=,487edb3a-23a8-4d1d-b1ff-fcddcbdbc97e
560,FALSE,Mr.,Paul,L.,Alcorn,,Major Sport Suppliers,adventure-works\david8,paul2@adventure-works.com,331-555-0162,UxlXfO/0JyTpelLFzbqFj9Ie1Rv1OJKPd6Cnm1itSsU=,IZ5yIjI=,b4402fbc-ade6-41e7-baef-11bf1157f658
561,FALSE,Mr.,Marvin,N.,Allen,,Mountain Toy Store,adventure-works\jillian0,marvin0@adventure-works.com,447-555-0110,fJ1UEyRel4bt2DuzHtDUPBU44ZALMsfyxQQviNGARf8=,7wNTdi8=,e8c7ff14-1bed-4405-8e3a-b744c8a29cd8
562,FALSE,Ms.,Yvonne,,McKay,,Practical Bike Supply Company,adventure-works\jillian0,yvonne1@adventure-works.com,623-555-0144,CzoEFQ0OfYtg1bNPN/BfavRr5F/ulWLF9VIraghdmZo=,pXNy1Eg=,cdfd5261-ba2c-46d1-9ce3-d083483a5cd2
563,FALSE,Mr.,Sean,P.,Jacobson,,Systematic Sales,adventure-works\shu0,sean2@adventure-works.com,555-555-0162,T/ASZdvX90M9kM1P5+sGBNxwkhLxF94/vJejQ6pjLiY=,jKAQI7c=,64a38f14-8b74-4798-91a0-56cb5d01ad1d
564,FALSE,Ms.,Michelle,,Alexander,,Imported and Domestic Cycles,adventure-works\linda3,michelle0@adventure-works.com,115-555-0175,bA9fPVXpV/0NMRuGiY+zju3+/lcB2r9uBk68dG22Ddk=,M5BkDDQ=,7f79ff5a-e220-46f7-bec3-e6ffdabebb2c
565,FALSE,Mr.,Richard,M.,Bentley,Jr.,Metallic Paint and Overcoat Co,adventure-works\shu0,richard0@adventure-works.com,911-555-0153,IKeN04oVNJhVCRPh+H8BodLp24YZoRNRfJ0/S8zK+ls=,s71j+uU=,795fed3e-6216-4f65-870b-aca2e485ad97
568,FALSE,Mr.,Curtis,P.,Howard,,Economy Center,adventure-works\josé1,curtis0@adventure-works.com,555-555-0162,mRsptWTaXRgSBaILQ+BYKXl50LdVbLPrHgVQDImm2mc=,e139ONA=,4ce1f27a-361e-4c9d-9c89-d5e0104ebb96
569,FALSE,Mr.,Cecil,J.,Allison,,Designated Distributors,adventure-works\josé1,cecil0@adventure-works.com,699-555-0155,steY9ge/f3jz0DNlVhxkdUx1NrciPQzyUpvtGCcoYBo=,KUNCNjU=,3bc5888d-dab7-44ea-91db-a50e0ec70ba5
570,FALSE,Mr.,Gregory,F.,Alderson,,Family's Favorite Bike Shop,adventure-works\garrett1,gregory0@adventure-works.com,968-555-0153,tEgc21LcZ3r2OP2nJIkrbmo2fXvbIC9npM6uzG1osbY=,IlDduMc=,8f7e5659-ca92-4048-baff-f4b6e80a8801
574,FALSE,Ms.,Janice,K.,Hows,,Area Sheet Metal Supply,adventure-works\jae0,janice1@adventure-works.com,1 (11) 500 555-0119,vMyt8M0mW0ueXgZQ1RobrccRTzB3IVXOkX5Zy5h5a/A=,Qtn1h+4=,570c76db-c00e-420c-af27-40e55457ffd4
577,FALSE,Mr.,George,M.,Huckaby,,Synthetic Materials Manufacturing,adventure-works\pamela0,george1@adventure-works.com,851-555-0127,BEq/PlDx4jHq8M8eOxUHo3LyOu4Aetq3bsbr8QlvMuI=,GVMmXow=,4fd75307-57e3-44b4-99f7-fb0206f5222e
578,FALSE,Ms.,Carolyn,,Farino,,The Bike Shop,adventure-works\david8,carolyn0@adventure-works.com,957-555-0125,jnz8GF/glxwiqqdUVHkoV+53Mp1HOnFR/azWzJ80Ktc=,qwoGYjU=,82b2f273-c9f6-4b40-b0da-f1ae0d6cb581
579,FALSE,Ms.,Kim,,Abercrombie,,Riders Company,adventure-works\jillian0,kim2@adventure-works.com,334-555-0137,4I8349R6c33cK+j1ef3dZt0JHOQ9MV7OvEXpCbwhQrQ=,rrgbG/U=,ada28df5-683f-47e6-9d05-7c22dd329440
580,FALSE,Mr.,Joshua,J.,Huff,,Rural Sales and Service,adventure-works\jillian0,joshua0@adventure-works.com,190-555-0186,zOvX8kRn4fdhAQJxa8bWrWKsuorYlcuOn6PsgZy7o0c=,HQlRLlk=,fe870de4-818a-495d-ba9e-875cb8212233
581,FALSE,Ms.,Geri,P.,Farrell,,Safe Toys,adventure-works\shu0,geri0@adventure-works.com,329-555-0183,Wc/TlRg7q92tTI8Njp2Ivs8eKIRej8TfabwOQYYybe8=,anxKyOc=,de11580b-02d7-4db2-aeec-eca3e3ccfdc9
582,FALSE,Ms.,Catherine,R.,Abel,,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,zh3goJUbYsPv92k4bVZuJtlLHwuvpQtu6uNcjkKSdF8=,rpyd5Tw=,d05ccf47-0563-44ee-8cc9-ecbc5a5a3beb
583,FALSE,Ms.,Laura,C.,Steele,,Professional Containers and Packaging Co.,adventure-works\shu0,laura3@adventure-works.com,741-555-0173,Ve/S2F7op7awJVe7aBPDkDTtsOiyLvShdymITr5ilEI=,ckT+1XU=,16acf91d-ef89-41cc-86ce-72a39b05e97d
586,FALSE,Ms.,Shanay,B.,Steelman,,One Bike Company,adventure-works\josé1,shanay0@adventure-works.com,797-555-0118,No6/IlWBeOp1TBZ1wAMOUa5VwYHrf3NyowdeNz4yGNs=,VQqvrDo=,a99cae9b-1011-4551-976c-ec06a5edf5d7
587,FALSE,Ms.,Rhoda,J.,Finley,,Our Sporting Goods Store,adventure-works\josé1,rhoda0@adventure-works.com,920-555-0191,q1tCJRWRCSt1/VrADrMeQkLwbHjw1LlGOdVX8DLaYoM=,83MFiok=,d4d20d5d-c11e-41d9-8fb7-11cc69aa3fe4
588,FALSE,Mr.,Pat,A.,Chambers,,General Cycle Storehouse,adventure-works\garrett1,pat1@adventure-works.com,127-555-0124,cTcQEsZdQPvGLuu5iDRwrqp4fM6oBxNFi+X7anqqPzA=,bvb6hus=,41dddc8e-86e3-4073-9868-25dcf32918b3
592,FALSE,Mr.,Stefano,,Stefani,,Cycling Goods,adventure-works\jae0,stefano0@adventure-works.com,1 (11) 500 555-0115,eVnhcpqYU3NKN52mFwcXw11n5pF8qfCFpZBVTo45zsY=,XSHxez4=,13f01a4d-69be-4dc7-9bfc-2339b0011d37
595,FALSE,Mr.,Alan,,Steiner,,Cycle Clearance,adventure-works\pamela0,alan4@adventure-works.com,792-555-0194,0ZfPkEBplSrQkVpmgzrlfblSeTpJ4CJwJu7aVWOuOSM=,FDIch68=,9c979e0c-9613-4d25-a2fb-f11db162fe11
596,FALSE,Ms.,Kathie,,Flood,,Coho Sports,adventure-works\david8,kathie1@adventure-works.com,627-555-0192,UA0N5pHkC4DZZ4xHgqJohcC+5L3JnoaegTulnb1lrhA=,WGizZm8=,45e57628-05c0-4cf7-b920-446db8449713
597,FALSE,Mr.,Bob,,Hodges,,All Seasons Sports Supply,adventure-works\jillian0,bob2@adventure-works.com,129-555-0120,7n1V5i5pzSERgIgX+CGs3KdSRIWCKMMppAbccjLLWQQ=,FebyYno=,544a635a-dbdf-4352-8654-eac27dc3b3e0
598,FALSE,Mr.,Derik,,Stenerson,,Black Bicycle Company,adventure-works\jillian0,derik0@adventure-works.com,441-555-0144,eiskTIJrt6kqa7sel16D8OBUVoPmh3ud4vMChJvsZCc=,0rK3P2k=,677da2fb-a3ef-4eb3-a520-23afbbf29226
599,FALSE,Mr.,Raul,E.,Casts,,Westside Plaza,adventure-works\shu0,raul0@adventure-works.com,362-555-0162,NghLMnHjoD3F7B0y8sTtYlpCq5imhhvrn56YUAUNEm4=,68RH5og=,3b2d46ba-b6e4-44cb-8148-1217a3ccfa89
600,FALSE,Ms.,Holly,J.,Holt,,Strenuous Exercise Shop,adventure-works\linda3,holly1@adventure-works.com,654-555-0150,n17D3Bxk24bdzD3bEx0DUQ3Nmts/O7lqoGn57J5z1Og=,wmfLAOE=,676f1fb0-e203-4e91-a603-b23a7916a565
601,FALSE,Mr.,Vassar,J.,Stern,,Transport Bikes,adventure-works\shu0,vassar0@adventure-works.com,328-555-0123,nPkLkDdemKmfK3VexvRWH5zYyNzwcfvny8DxWGnicSw=,hLswDiQ=,9b833b71-5745-4582-a38d-8c23a0dd4837
604,FALSE,Ms.,Wathalee,R.,Steuber,,Sellers of Cycles,adventure-works\pamela0,wathalee0@adventure-works.com,517-555-0120,Sr0056wJj+khaWXi1cRpgU62bgcN9VaN6VJADuKWey4=,7uwL9LU=,16a45c72-62fb-4a9f-bae7-bfea490bd4c4
605,FALSE,Mr.,Matthew,J.,Cavallari,,Outstanding Cycles,adventure-works\david8,matthew1@adventure-works.com,695-555-0161,I5oNRDKehZnUlVTunv+30kLR3rM7VyVA2vJyu6CNveI=,beKST+I=,0938b90f-1dc9-4f5e-b37d-3dff2dbcd276
606,FALSE,Ms.,Helge,,Hoeing,,Little Bicycle Supply Shop,adventure-works\jillian0,helge0@adventure-works.com,850-555-0198,hbXMO61Cy3vQxyCiHA7HyFryiQNgK7GAqMxsht+DVBI=,yvAO+sY=,efb59c1a-467f-4946-bce9-72ea3e3e2236
607,FALSE,Ms.,Alice,M.,Steiner,,Maintenance and Repair for Bicycles,adventure-works\jillian0,alice4@adventure-works.com,355-555-0180,6WWUM3/rogiNsZhr2QrAacB6N22U0ZWIgDs1/K05cpI=,4QdzKJI=,0592bd1d-8a90-4bbc-a5fa-5b10b60b6a3f
608,FALSE,Mr.,Steven,B.,Brown,IV,Golf and Cycle Store,adventure-works\shu0,steven1@adventure-works.com,280-555-0124,S9Kf7AXqY19C/4rLMHjUwO+5Yh7mMhaPsuouZxizDpg=,Hp2yS7E=,2405c543-8822-44ad-98c6-6fb653fd9a07
609,FALSE,Mr.,David,,Hodgson,,Good Toys,adventure-works\linda3,david16@adventure-works.com,969-555-0117,+gtwbVycsIIj2loVtrHNRN6IBLl20lQpRK8+JhzxyEo=,AwqZdYk=,907af75b-4dbd-4e50-a0c8-3205595987b4
610,FALSE,Ms.,Liza Marie,N.,Stevens,,Fitness Department Stores,adventure-works\shu0,lizamarie0@adventure-works.com,366-555-0110,Sapr4JrpchrNOsaFQvNr+C8KtCL9DgKHOdvYws7WrOM=,QvunVRs=,383ebd5e-a839-4fc1-95bf-c40ff1245204
613,FALSE,Mr.,Jim,,Stewart,,Famous Bike Shop,adventure-works\garrett1,jim5@adventure-works.com,226-555-0110,UhGiWqQH+ZqO4P2SIEQ4J9goCINUOyHBAttZ/+kJooA=,awRBGoA=,05b7b25a-0e97-4f07-9a87-0627f354a45f
617,FALSE,Ms.,Arlene,,Huff,,Tubeless Tire Company,adventure-works\jae0,arlene0@adventure-works.com,1 (11) 500 555-0146,V+NOGsSc50L8026bnGkDjKzDoI/ND88zeG1cDP5uO7Q=,SC/mXZQ=,44f580c3-4d01-41c8-964d-24de6cbe51fc
